prompt,validation_response,generated_response
"Task: Convert verbose patient questions into short medical questions.

Input: Sometime during March I overdosed on Benadryl. I got all the symptoms but survived without medical treatment. I am just curious as to if any damage happened. Like Neurological.
Output:",What is the prognosis for benadryl toxicity?,What potential neurological damage occurred from an accidental Benadryl overdose?
"Task: Convert verbose patient questions into short medical questions.

Input: Otic suspensions Dear Sir/Madam, I am looking for list of approved products of Otic suspensions for human use.Kindly help me to get the details. Regards/[NAME]
Output:",Where can I get information on otic suspensions for human use?,What are the approved otic suspension products for human use?
"Task: Convert verbose patient questions into short medical questions.

Input: shingles I am having symptoms of shingles, no rash or blisters, is it too late to get the vaccine? I have had the chicken pox and take acylovir on a as needed basis for blisters I get on my buttocks
Output:",I am having symptoms of shingles; is it too late to get the vaccine?,Is it too late to get vaccinated against shingles?
"Task: Convert verbose patient questions into short medical questions.

Input: dressings my dad had some skin cancer removed 3 wks ago and a skin graft was performed. The doner site is healing well, but the graft site is still very sore and having dressings changed every 2/3 days, dad isnt convinced that the wet gauze dressings are any good. Which type of dressings should be being used?
Output:",What types of dressings are used for skin graft sites?,What type of dressings should be used for the skin graft site instead of wet gauze?
"Task: Convert verbose patient questions into short medical questions.

Input: ClinicalTrials.gov - Question - general information I am 52 years old. How current are your studies and findings. I have this problem, my father, my daughter and son and granddaughter also have this mutation. HYPOMATURATION TYPE, IIA2 I have 2 other daughters and a grandson that does not have this... Does this mean they could be carriers of it? [NAME] [LOCATION]
Output:",How is hypomaturation type IIA2 inherited?,"What are current studies and findings about HYPOMATURATION TYPE, IIA2 genetic mutation?"
"Task: Convert verbose patient questions into short medical questions.

Input: Rubella My grandson (4 yrs old) has contracted Rubella. I know for sure he has had at least one of the vaccines. They are living in Mexico right now. Should we be worried?
Output:",What is the prognosis of rubella in a child?,"Here is the revised response:

What are the implications of contracting Rubella in Mexico for my 4-year-old grandson?"
"Task: Convert verbose patient questions into short medical questions.

Input: I have a fractured nose i need it fixed. its been broke for 3 years now
Output:",What are delayed treatments for nose fracture?,What is the treatment for a fractured nose that has been untreated for 3 years?
"Task: Convert verbose patient questions into short medical questions.

Input: Bruxism I understand that bruxism may be a result of tension or anxiety, but why that particular release? Why don't people clench their fists during sleep, or kick, or any number of activities? In other words, why is the jaw the most common location?
Output:",What are the causes of bruxism?,"Here is a concise version of the patient's query:

Why do people commonly clench their jaws instead of fists or other body parts during sleep?"
"Task: Convert verbose patient questions into short medical questions.

Input: Treatment for Nodular Goiter Hi, I'm suffering from nodular goiter. The size of enlarged thyroid gland is visible, but not like a big one. I need treatment for this. Some Doctors have suggested surgery which I don't want to go through. What are the other treatment options. Also let me know the place where I can visit to consult. Thanks, [NAME]
Output:",What are the non-surgical treatments for nodular goiter and where can I find a specialist to treat it?,What is the alternative treatment to surgery for nodular goiter?
"Task: Convert verbose patient questions into short medical questions.

Input: Mefloquine HCl My daughter's pediatrician prescribed 1/4 of a 250mg tablet once a week. Based on insurance I could only get 4 tablet for a 30 day supply. The pediatrician thought the remaining 3/4 of the tablet must be discarded once it was exposed to air, but the pharmacist had not heard this. I read through your literature on the drug and also did not see this warning. Can we use the remaining 3/4 of the tablet on additional weeks as long as it is kept at the correct storing specifications? Thank you for your time!
Output:",What are the storage requirements for Mefloquine HCL?,"Here is the concise question:

Can mefloquine HCl retain potency after exposure to air?"
"Task: Convert verbose patient questions into short medical questions.

Input: Pessary in while doing Kegels? Yes or no? Hi. I have been using a pessary for a number of years and was happy with the help it provided. Lately I've been experiencing prolapse worsening during and after particular exercises so I reduced those type of exercises and decided to do more kegel exercises. My question is should I remove the pessary while doing kegel exercises?
Output:",Should I remove my pessary while doing Kegel exercises?,What should be done with a pessary during Kegel exercises?
"Task: Convert verbose patient questions into short medical questions.

Input: pregabalin I have peripheral neuropathy but not diabetes. I have had numerous tests to try and determine the cause of the neuropathy without success. Will pregabalin help with the pain?
Output:",Is pregabalin effective for treating pain from peripheral neuropathy?,Will pregabalin reduce neuropathic pain?
"Task: Convert verbose patient questions into short medical questions.

Input: Heat rash I am looking for information on heat rash. Specifically, can it look like a red line and how it appears at it resolves. If information is available, I can come to the library to read hard copy text or copy photographs. I can be reached through email or by calling [CONTACT]. I appreciate all the help that may be available on this important matter.
Output:","Where can I find information on heat rash, including symptoms and treatment?","Here is the converted question:

What does heat rash look like, how does it appear, and how does it resolve?"
"Task: Convert verbose patient questions into short medical questions.

Input: Clonidine Can you please explain the effects of clonidine on a three year old female who gets a four year old males dose who is not prescribed. Also how long does this drug stay in the system of a three year old female from one dose? Is this drug recommended for a child at the age of four? Do people use this drug to get high illegally, if so how would it be used and what would the effects be? Thank you for your time.
Output:","Where can I find information on clonidine, including dosage, pediatric use, and side effects?",What happens when a 3-year-old girl takes too much clonidine meant for a 4-year-old boy?
"Task: Convert verbose patient questions into short medical questions.

Input: New Hep C Virus Treatments In 2006-2007, at the VAMC in [LOCATION], i went through the HEP C Treatment using Ribavirin and Interferon. My viral load was undetectable immediately at the BOT. I stayed on the treatment faithfully and painfully for a4 months; when at the EOT my viral load was still indictable. I was considered a success. When i came back after 6 months for a checkup, it was found my HCV had relapsed. Now I want to know what treatments are now available to me. I hear of these new wonder cures that have been approved in the past year and i want to be retreated. Please send me all the info you have on these new treatments while i wait here and die at age 45. I was exposed with the HCV virus from a tattoo while in the armed forces overseas.
Output:",What new treatments are available for recurrent hepatitis C?,What new treatments are available for HCV relapse?
"Task: Convert verbose patient questions into short medical questions.

Input: drop foot What can I do to try to get better from drop foot do to having two of my disks in my back replaced ? Its been four months since I had surgery and it hasn't come back yet. I want to do what ever I can to help it come back if it dose.
Output:",What are the treatments for drop foot?,What are effective treatments for drop foot after spinal surgery?
"Task: Convert verbose patient questions into short medical questions.

Input: Skin Rash (Petechiae?) Yesterday I noticed a large cluster of pinprick red spots underneath my chin (not on my neck). Recently I have been self induced vomiting. I know that Petechiae can be caused by vomiting but would this cause it to be underneath the chin??
Output:",Can vomiting cause petechiae on the chin?,What causes petechiae and how does their location under the chin relate to self-induced vomiting?
"Task: Convert verbose patient questions into short medical questions.

Input: I have an irresistible fungal on my leg and i have treated it,but refuse to go.pls what should i do? From [NAME] [CONTACT] I have an irresistible fungal on my leg which i have treated with different drug and cream,but refuse to go and it keep on spreading.pls what should i do? From [NAME]
Output:",What are the treatments for fungus on my leg that does not respond to OTC topical antifungals?,What is the treatment for my fungal infection that won't go away?
"Task: Convert verbose patient questions into short medical questions.

Input: X-linked congenital stationary night blindness i m suffering from similar or same decease.my mothers father suffered from same & my brother also.we have problem in low light infact cant view in damp conditions during day also have myopia but still not normal myopia cant see little object with clarity.life is looking like imprisonment.is there any chance for our recovery from this x linked decease.will we be able to see like normal ones.plz help. my age 38 y brother 44.address [LOCATION]
Output:",What are the treatments for X-linked congenital stationary night blindness?,"Here's a concise version of the patient's query:

Can X-linked congenital stationary night blindness improve with treatment, and is there hope for normal vision?"
"Task: Convert verbose patient questions into short medical questions.

Input: NF2 Dear Sir/Mam My name is [NAME] from [LOCATION] 28 years old. From my childhood I am suffering from Neurofibromatosis (Type 2). Last 1 year i am consulting with local dermatologist but being it is a genetic neurological disorder they not show any scope. In this situation my family is planning for my marriage. So I am need of suggestion 1) Whether is it prevent my child from cause and effect 2) Can it control by spreading more Please consider and revert back. Regards [NAME] [CONTACT]
Output:",How is neurofibromatosis type 2 inherited and what are the treatments for it?,"Here's a concise version of the patient's question:

Can Neurofibromatosis 2 affect children born to parents with the condition?"
"Task: Convert verbose patient questions into short medical questions.

Input: ClinicalTrials.gov - Question - specific study My dear friend [NAME], 52 years, [LOCATION], recently had both legs amputated above knee. Is there any possibilities in making a miracle of giving her real legs again? I just had watched your television program and can't believe I had forgotten about a man I know having half of his jaw removed due to chewing tobacco looks amazing with barely a scar his jaw grew back and it just dawned on me his newline had transformed over the last year to looking very normal, that it was used on him. I have seen him a half dozen times. Wow ! [NAME] has been pretty much completely healed for awhile but has had some trouble with her left one. Phantom feelings are there. Please respond and thank you. [CONTACT]
Output:",Is there a treatment to transplant or make amputated legs grow back?,What are the possibilities of regrowing legs after bilateral above-knee amputation?
"Task: Convert verbose patient questions into short medical questions.

Input: Customer Service Request. Doing a genealogy search, I have been contacted by a person from the same ancestral line as myself, we are decendants of the [NAME] ancestral line and she told me that anderson tawil syndrome runs through our [NAME] line, What does it look like? I understand that it changes the face features. This 82 year old great grandma would like to know more about this. Many thanks,
Output:",Where can I find information on andersen tawil syndrome?,"Here is a concise medical question:

What are the characteristics of anderson tawil syndrome?"
"Task: Convert verbose patient questions into short medical questions.

Input: Genetically Engineered Foods. I am a high school student currently in a science class called [ID]. During my research, I came across this web site that has helped me better my knowledge on the topic of genetically engineered food. I was wondering if you could tell me about the risks that come with genetically engineered food and how the modification is actually conducted.
Output:","What are the risks that come with genetically engineered food, and how is the modification actually conducted?","Here is a concise version of the patient's query:

What are the risks and process of genetically modifying food?"
"Task: Convert verbose patient questions into short medical questions.

Input: esophygeal candida I had a GI doc diagnose me with Candida in my esophygus. he showed me pictures of my upper GI that had white splotches all over it (large areas of white). I can find nothing online about this -- only thrush and vaginal candida. Btw, I am male, not female.
Output:",Where can I get information about esophageal candidiasis?,"Here is the concise version:

What are the symptoms and treatment options for esophagial candida in males?"
"Task: Convert verbose patient questions into short medical questions.

Input: Good day doctor.... My name is [NAME] from Nigeria in West Africa. Please I'll appreciate so much if you will reach me urgently with any advice that can be valuable to a total cure of the diabetes that I came down with since the year 2008... at ""[CONTACT]"" . I'll be eagerly waiting for your response soonest, please.... Thanks for your anticipated corporation. [NAME]
Output:",What are the treatments for diabetes and can it be reversed?,What is the best treatment for type 2 diabetes that has been diagnosed since 2008?
"Task: Convert verbose patient questions into short medical questions.

Input: Breast cancer at 84. My mother was just diagnost with breast cancer. She is 84 years old, her tumor started in the milk duct and is small in size, their is a mass as well in the same breast. He is scheduled for a lumpectomy to remove both. Because of age we would like suggestions on treatment options after surgery.
Output:",What are the treatment options after breast cancer surgery in elderly?,What are treatment options for an 84-year-old with small ductal carcinoma in situ and a breast mass?
"Task: Convert verbose patient questions into short medical questions.

Input: my left hand has not been moving like it should I have had three neck surgeries, and now my left hand no longer works. My arm itself seems to be having more pain;the pain will go up into my neck and my upper back. I do not know what to do or where to go. I am a 61 year old woman, Please let me know what to do.
Output:",What are the treatments for arm and neck pain?,"Here is a concise question:

What's causing my left hand not to move after three neck surgeries and increased pain?"
"Task: Convert verbose patient questions into short medical questions.

Input: Please i want to know the cure to Adenomyosis. I have been going through alot of pains during my menstruation. I want to see a specialist doctor to help me out. I am dying with pains.
Output:","What are treatments for adenomyosis, and how can I find physician(s) who specialize in it?",What is the treatment for Adenomyosis that can help alleviate menstrual pain?
"Task: Convert verbose patient questions into short medical questions.

Input: Are there any guidelines to tell how quickly Humalog becomes active after injection? I believe it remains active for about 4 hours. Is this reasonable?
Output:","How long does it take for humalog to start working, and how long does it last?",What is the onset time of Humalog after injection?
"Task: Convert verbose patient questions into short medical questions.

Input: Right Arm shoulder pain from top to bottom hi, I am having an younger sister, who is suffering from severe pain of right shoulder from 7 days. The pain comes from right ear to right arm fingers and she was unable to lift a simple spoon or plate. Hence I request you to suggest me good medicine or treatment for this pain.
Output:",What are the causes and treatments for irradiating right shoulder pain and weakness in the arm?,What treatment options are available for severe pain in my sister's right arm from shoulder to fingers?
"Task: Convert verbose patient questions into short medical questions.

Input: possible metoclopramide side effects I started taking thismedication 3/27/14, two tablets by mouth twice daily. I have now developed mouth sores on the inside of my lower lip (almost at the bottom). Could these be a side of effect of this medicine?
Output:",Are mouth sores a side effect of metoclopramide?,Are mouth sores a possible side effect of taking metoclopramide?
"Task: Convert verbose patient questions into short medical questions.

Input: anemia in kids. My daughter is 6 years old she is suffering from microcytic anemia for last three years.in 2009 she has been blood transfused but now her hb count is 4.5.Doctors are unable to find out the cause of her anemia.we are much worried about her.plz if u can guide us in regard.
Output:",What are the causes of and treatments for microcytic anemia?,What are the causes and treatment options for microcytic anemia in a 6-year-old child?
"Task: Convert verbose patient questions into short medical questions.

Input: Dear sir, I feel weak on my body aspecially in the morning. so I want to know the solution to my problem. because this is long time ago. in the body joints knees and arm. thanks.
Output:",What are the treatments for body weakness?,"Here's a concise version of the original patient query:

""What can I do about my long-standing joint pain and weakness, especially in mornings?"""
"Task: Convert verbose patient questions into short medical questions.

Input: Ankle Injury I got hurt in my left leg ankle almost 5 months ago. I went to doctor, got x-ray, where no damage was found. He suggested me some pain killers and advised me to wear anklet. I have been following the instruction since then; I went to another doctor who advised me to go for physiotherapy (Short Wave Diathermy) and advised me some exercises. I have been following them too. But yet now, I have not been fully recovered from the pain. Especially when I try to walk quickly or try to put pressure with my left leg, I feel pain. I am very tensed about this. Can you please suggest me how to overcome the pain. Thanks.
Output:",What are the treatments for ankle injury and pain?,What can I do to relieve persistent pain in my left ankle after 5 months of injury?
"Task: Convert verbose patient questions into short medical questions.

Input: New drug, want are side affect/and how does help you. My drs. have me on lisinopril 10mgs. and metroprolol 25mgs. and Amlodipine5mgs. i do have high B/P the highest is been 150/90 regular most time 140/85 why so many drugs.What does each one do for me. Do i really needs 3 drugs. Thank You
Output:","Are lisinopril, metoprolol and Amlodipine taken together for high blood pressure, and what does each one do?","What are the side effects of my current medications (lisinopril, metoprolol, Amlodipine) and do they interact with each other?"
"Task: Convert verbose patient questions into short medical questions.

Input: how to breathe Dear Sirs, This may seem like a stupid question but here goes anyway. I am 64 yrs old and a type II diabetic. I walk frequently to stay fairly fit but always seem to get out of breath when going up even gentle hills. Today however I noticed that I could change how I breath. Thus, I could force air out using my diaphram (ie like blowing out a candle)then relax and just let the air flow back in or I could use my diaphram to suck in air (like breathing in the morning air)and again relax my diaphram to push it out. I also found that I could breath faster under conscious control which seemd to help my performance. I dont know if any of this makes sense to you but I would like to know what you think and whether there are any do's and dont's and if there is a 'better' way to breath. Thanks very much for your help with this, Regards, [NAME]
Output:",What are techniques for proper breathing?,"Here is a concise version of the patient's question:

Will conscious breathing techniques improve shortness of breath during exercise in a type II diabetic?"
"Task: Convert verbose patient questions into short medical questions.

Input: ClinicalTrials.gov - Question - general information. Is there any information out there regarding people who have both, Charcot Marie Tooth Disease and Parkinson's ? My husband has both. Not too much info. In [LOCATION] about these two diseases together. However, as a care giver, this is a tough one! Any studies genetically or otherwise on these two together? Thanks, [NAME]
Output:",Where can I find information on Charcot Marie Tooth Disease with Parkinson's disease?,"Here's a concise version of the patient's query:

""Information and studies on co-occurrence of Charcot Marie Tooth Disease and Parkinson's disease."""
"Task: Convert verbose patient questions into short medical questions.

Input: Customer Service Request. I am looking for a company/research facility that can do genetic testing on the UGT group of genes. Does such a place exist? How would I go about getting this type of testing done?
Output:",Where can I find information on genetic testing for UGT abnormalities?,"Here's a concise version of the patient's query:

Does a company or research facility in Texas offer genetic testing for UGT genes?"
"Task: Convert verbose patient questions into short medical questions.

Input: I understand that you cannot provide opinions,nor suggest, any type of therpy. My son (dob-[DATE]), was called back to the hospital four days after birth due to a abnormal PKU, which suggested adrenal hyperplasia. After test the endocrine physians felt he did not have the condition. Several years later he began having severe headaches preceded by violent vomiting epidodes that lasted for hours. When he was admitted to [LOCATION], he was suffering from bleeding esphogal ulcers, and severe dehydration and, malnutrician. His urine (24 hr), blood plasma,& VMA,showed increased values of catacholomines.He also demostrated intermittent hypertension, and tachcardia through out the day (he had been diagnoised with ADHD several years earlier). His MIGB clearly showed bifocal uptake in both adrenal glands. The mri did not show tumors at that time ([DATE]. He has since been diagnoised with antral polys (biosphy's taken were misplaced, and the gastrologist would not redo the test), aberrant right subclavian artery, esphogas pushed to the side, low oxygen intake, high levels of gastrin, cyclic vomiting syndrome, severe sinus attacks that come and go, without infection present. His symptons that I have not already include heat intolerence, pallor, poor appetite with little weight gain, anxiety, tremor of hands, and stomach pain. After his mri, which I was told would take about 45mins, took over 5 hrs. Since then we have been having no luck with finding doctors that will take my son as a patient. Are you able to suggest a hospital that is knowlegable with pheochromocytomas? My son's father is mia, but during our 7 yrs together, he also suffered severe headaches, and intermittent hypertension. He never followed up with a physian. Any help would be appreciated. I do not know what to do, and I do not want my son to end up a statistic. Last night his BB was 180/115, with HR-50, half hour later his BP was 68/44 with HR of 122. I fear he is going to go in shoc
Output:",How can I find physician(s) or hospital(s) who specialize in pheochromocytomas?,"What is the underlying cause of my son's recurring episodes of severe headaches, hypertension, and tachycardia?"
"Task: Convert verbose patient questions into short medical questions.

Input: ingredient in apremilast. I looked everywhere on web pages & google too. All just say what it comes from. I think there something in the apremilast ingredient that might effect my cielca disease. Can you help me what's in apremilast? Thank you, Jerome
Output:",What are the ingredients in apremilast?,What are the ingredients of apremilast that may interact with my celiac disease?
"Task: Convert verbose patient questions into short medical questions.

Input: Knee Microfracture Surgery Hi. Please give me a general answer as to what can happen after Microfracture Surgery if no physical therapy is prescribed and I was allowed to walk with no crutches for an entire week. I had the surgery one month ago and still have not started P.T. I was unaware of this procedure going in. I thought that I was only having a meniscus tear repaired.
Output:",What are rehabilitation guidelines for Knee Microfracture Surgery?,What are the potential outcomes without physical therapy after Microfracture Surgery?
"Task: Convert verbose patient questions into short medical questions.

Input: DIFFUSED AXONAL BRAIN INJURY TO ASSIST PEOPLE TO REGAIN WALING BALANCE &COORDIN HOWDY YALL I'M [NAME] &I, ATTAINED A "" DIFFUSED AXONAL BRAIN INJURY 23.5 YEARS AGO &DR [NAME] AT [LOCATION] DID A SPECTACULAR JOB !!!! I, LIVE INDEPENDENTLY &HAVE A TERRIFIC LIFE &IO, STILL HAVE BALANCE &COORDINATION &HOPING YALL GOT MEDICATION TO ASSIST WITH WALKING ABILITIES !!!!! THANKZ [NAME] OUT CHOW
Output:","Is there a medication to assist with regaining walking abilities, balance and coordination following diffused axonal brain injury?","Here is a concise question based on the patient's query:

What medications can help with balance and coordination after a diffused axonal brain injury?"
"Task: Convert verbose patient questions into short medical questions.

Input: How long it take to get over lung surgery? I had a Thoricodimy and collaped lung ,on [DATE],I was wondering how long it takes for all pain to go away ? I was told it could take 6 mo to one yr for all symtoms to go away ,is this normal ? My surgeon says it will take this long ,also I am so tired as well is normal? I am still on strong pain meds,to help with the pain ,some days no pain,then other days a lot of pain ,it is very scarry,Hopefully it will all go away,please help me . Thanks
Output:",What is the recovery time and prognosis for thoracotomy for collapsed lung?,How long does it take for lung surgery pain and symptoms to resolve?
"Task: Convert verbose patient questions into short medical questions.

Input: Leg pain I am diabetic since last 18 years and present it is 6.6 and morning it varies from 110 to 135 and afternoon and from 125 to 175.I regularly take medicine. swimming, exercise &Yoga for 1.5 Hours in the morning &1.5 Hours in the evening but recently the pain has started in the legs and Dr. has suggested stiloz-50.I also take Kerala juice/Methi seeds &it is water in the morning. Is this due to diabetes or any excess exercise?
Output:",What are the causes of leg pain?,What is causing leg pain in someone with 18-year diabetes and recent medication changes?
"Task: Convert verbose patient questions into short medical questions.

Input: MS Hi, my name is [NAME] my brother has MS Im searching for something that can help him. I love my brother and its so upsetting to see him slowing down Can you please let me know if there is something that can help. Many Thanks!
Output:",What are the treatments for MS?,"Here's a concise question:

What can help slow down multiple sclerosis progression?"
"Task: Convert verbose patient questions into short medical questions.

Input: I have a question about drinking wine Hello, I would like to know if it would be ok if I drank some red wine. It would be no more than 1 glass or 2 glasses per week. thanks
Output:",What are the guidelines on wine consumption?,How safe is drinking red wine in moderation for me?
"Task: Convert verbose patient questions into short medical questions.

Input: Tamoxifen I have been taking Tamoxifen for a little over 4 years I have had many side effects, discharge, hot flashes, dizziness and for the last 6 months bone pain. If I go off Tamoxifen, how long does it normally take for side effects to disappear? (I am 74 years old, active)
Output:",How long do side effects of Tamoifen last after stopping the drug?,How long does it take for Tamoxifen side effects to disappear after stopping treatment?
"Task: Convert verbose patient questions into short medical questions.

Input: Undesecnded testis Hello Sir I am a young man of age 27 I was born with a problem of descended testis to this age I have always experience one of them go down to the real position at times and then run back to the abdomen but of recent it stopped going down Please Sir I will like to know what my situation is and is there a remedy for it ? Thanks an i wait for your reply
Output:",What are the treatments for undescended testicles?,What is the best course of action for an undescended testis that's not responding to normal movements?
"Task: Convert verbose patient questions into short medical questions.

Input: shingles I work at the Airport and I am in contact with hundreds of people a day. I want to be sure that I am not going to expose people to Shingles. When is it safe for me to go back to work?
Output:",When is shingles contagious?,When is it safe for me to go back to work after having shingles?
"Task: Convert verbose patient questions into short medical questions.

Input: memory losses. Information about dealing with, or medical care for, beginning forgetfulness. Not been diagnosed w/ any disease.
Output:",What are the treatments for forgetfulness?,"Here is a concise version of the patient's query:

""What can be done about beginning forgetfulness in an otherwise healthy 84-year-old woman?"""
"Task: Convert verbose patient questions into short medical questions.

Input: I have had renal organ transplant surgery a year ago. What risk factos must I avoid to prevent the recurrance of ESRD and to maintain a healthy &functioning grafted kidney ?
Output:",How do I care for my kidney after renal transplant?,"Here is a concise version of the patient's query:

""What risks should I avoid to prevent ESRD recurrence and maintain healthy grafted kidney function?"""
"Task: Convert verbose patient questions into short medical questions.

Input: DECUBITUS ULCERS To Whom This May Concern, My name is [NAME], i am a year 12 student at [LOCATION], [LOCATION]. I am doing a subject called research project, it is a compulsory subject. My question is 'What are the biological causations of decubitus ulcers?' I am writing to you as i am in need of primary information from medical professionals. I am requesting that you complete a survey. If you are willing to participate please email me on; [CONTACT] so i will be able to give you the survey and a letter detailing what it is for. Thank You for spending your time reading this email, and i look forward to hearing from you. Yours Sincerely, [NAME], Year 12 student at [LOCATION]
Output:",What causes decubitus ulcers?,"Here's a concise version of the patient's query:

What are the biological causes and treatments for decubitus ulcers?"
"Task: Convert verbose patient questions into short medical questions.

Input: my husband had a simple retropubic prpostectomy 6 weeks ago. he can not walk wit My husband had a simple retropubic prostectomy he can not walk without the walker, he can not mmove his right leg alone yet. I don't think is normal. What to expect in six weeks his urinary track is still soar when he pees. I fear is something wrong not been able to push the leg forward the joint in the leg is painful
Output:",What is the normal time course and symptoms of recovery from simple retropubic prostatectomy?,What are the normal recovery expectations for 6 weeks after retropubic prostatectomy?
"Task: Convert verbose patient questions into short medical questions.

Input: MMR vaccine My doctor recommended I get the MMR vaccine, which covers mumps, measles, and rubella. Isn't rubella a form of measles? As a child, I had the 3-day measles--was that German measles or the other kind? As a child I also had mumps. Do I really need the MMR or just a vaccine for the rubella?
Output:",Who should get the MMR vaccination?,Do I need the MMR vaccine despite having had mumps and what appears to be 3-day measles as a child?
"Task: Convert verbose patient questions into short medical questions.

Input: my 28 year old daughter has been sick for 5 years. and it is very hard for her.. I need to find support for my daughter, she been sick for 5 years.. and has lost several jobs. and had several sugeries.. she has diegestive issues.. and cannot eat without getting sick.
Output:",Where can I find support groups for people with digestive disorders?,"Here is a concise version of the input:

What can be done to help my 28-year-old daughter who has been ill for 5 years?"
"Task: Convert verbose patient questions into short medical questions.

Input: Whole-exome sequencing points to considerable genetic heterogeneity of cerebral palsy. Hello, I am enquireing about Whole-exome sequencing points to considerable genetic heterogeneity of cerebral palsy. I would like to know if it is possible to find out if my daughter has cp through genetics or through medical negligence. Pls could you email me let me know if she could have whole-exome seguencing to get an indication. Here in the uk, Whole-exome sequencing testing is only done for projects etc . Please help ! Kind Regards
Output:",Can whole exome sequencing be used to diagnose the cause of cerebral palsy?,Is whole-exome sequencing available to diagnose cerebral palsy caused by genetic heterogeneity in the UK?
"Task: Convert verbose patient questions into short medical questions.

Input: I m 33 year old. I m having hand and leg tremors for sometime. Is there any permanent treatment for this. I had visited doctor, they told its a Parkinson desease and cannot be cured permanently. Could you please provide me 2nd opinion on this
Output:",What are the causes and treatments for tremors in 33 year-old?,What are the treatment options for Parkinson's disease?
"Task: Convert verbose patient questions into short medical questions.

Input: I am a male in my mid 60's. I was wondering if there is a name for sleep apnea that happens during the daytime when awake? Any information that helps further explore this will be appreciated. Thank you in advance for your help.
Output:",Can sleep apnea occur during the day when awake?,"What is daytime sleep apnea, and what causes it in people who are awake?"
"Task: Convert verbose patient questions into short medical questions.

Input: gluten free status of Tolterodine Tartrate ER 4mg You list starch as one of the ingredients. What is the source of the starch? Is this medication gluten free? Is it safe for someone with Celiac Disease to take?
Output:",What are the ingredients of Tolterodine Tartrate ER 4mg and is it gluten free?,What are the ingredients of Tolterodine Tartrate ER 4mg and is it gluten-free?
"Task: Convert verbose patient questions into short medical questions.

Input: growth on the neck can drug remove growth on the neck? and in how many months?
Output:",What are the treatments for neck lumps or neck tumors?,"Here's a summary of the patient health query into one short question:

Can the growth on my neck be removed with medication and if so, how long?"
